meter_id,max_score,tier
BLR-KMG-12-0210,0.14074202980871955,NORMAL
BLR-KMG-12-0211,0.15838196744154046,NORMAL
BLR-KMG-12-0212,0.36005138580069096,NORMAL
BLR-KMG-12-0213,0.19062553917408112,NORMAL
BLR-KMG-12-0214,0.1721554631196683,NORMAL
BLR-KMG-12-0215,0.4504622345404184,MONITOR
BLR-KMG-12-0216,0.3034104555794472,NORMAL
BLR-KMG-12-0217,0.17077352042288485,NORMAL
BLR-KMG-12-0218,0.6131677113361232,MONITOR
BLR-KMG-12-0219,0.1995661068438537,NORMAL
BLR-KMG-12-0220,0.1911126491743195,NORMAL
BLR-KMG-12-0221,0.3314337817875977,NORMAL
BLR-KMG-12-0222,0.2056217972574845,NORMAL
BLR-KMG-12-0223,0.1588212674816884,NORMAL
BLR-KMG-12-0224,0.16914373437106303,NORMAL
BLR-KMG-12-0225,0.15733725916509508,NORMAL
BLR-KMG-12-0226,0.15559647037009147,NORMAL
BLR-KMG-12-0227,0.16793180001495536,NORMAL
BLR-KMG-12-0228,0.22755883138721242,NORMAL
BLR-KMG-12-0229,0.2243089481112687,NORMAL
BLR-KMG-12-0230,0.2163404095984935,NORMAL
BLR-KMG-12-0231,0.18635761271782578,NORMAL
BLR-KMG-12-0232,0.17765616746402874,NORMAL
BLR-KMG-12-0233,0.15295645387184514,NORMAL
BLR-KMG-12-0234,0.16915741774393178,NORMAL
BLR-KMG-12-0235,0.19589008339704708,NORMAL
BLR-KMG-12-0236,0.17227917728476635,NORMAL
BLR-KMG-12-0237,0.15785645051586436,NORMAL
BLR-KMG-12-0238,0.3119217193765624,NORMAL
BLR-KMG-12-0239,0.16686236538482013,NORMAL
BLR-KMG-12-0240,0.21202379846038816,NORMAL
BLR-KMG-12-0241,0.16270930894329508,NORMAL
BLR-KMG-12-0242,0.1608586780065855,NORMAL
BLR-KMG-12-0243,0.32259573325896856,NORMAL
BLR-KMG-12-0244,0.31219984502889725,NORMAL
BLR-KMG-12-0245,0.3291514852202865,NORMAL
BLR-KMG-12-0246,0.16754505893877367,NORMAL
BLR-KMG-12-0247,0.3228163944242131,NORMAL
BLR-KMG-12-0248,0.16501000412744465,NORMAL
BLR-KMG-12-0249,0.15463211184197126,NORMAL
BLR-KMG-12-0250,0.1707062854396528,NORMAL
BLR-KMG-12-0251,0.22153852588575743,NORMAL
BLR-KMG-12-0252,0.3311217533755497,NORMAL
BLR-KMG-12-0253,0.17751477032561697,NORMAL
BLR-KMG-12-0254,0.17735159338500195,NORMAL
BLR-KMG-12-0255,0.3100987481082194,NORMAL
BLR-KMG-12-0256,0.30441192730910455,NORMAL
BLR-KMG-12-0257,0.218393832227766,NORMAL
BLR-KMG-12-0258,0.3988731785529627,NORMAL
BLR-KMG-12-0259,0.45418929418809806,MONITOR
BLR-KMG-12-0260,0.16726536329156333,NORMAL
BLR-KMG-12-0261,0.3447694169159952,NORMAL
BLR-KMG-12-0262,0.3069143172284736,NORMAL
BLR-KMG-12-0263,0.17877097703530068,NORMAL
BLR-KMG-12-0264,0.17752103390798463,NORMAL
BLR-KMG-12-0265,0.3106456636298431,NORMAL
BLR-KMG-12-0266,0.1862223726143481,NORMAL
BLR-KMG-12-0267,0.1507501455561136,NORMAL
BLR-KMG-12-0268,0.382093839421355,NORMAL
BLR-KMG-12-0269,0.15090035886578673,NORMAL
BLR-KMG-12-0270,0.16491974340688,NORMAL
BLR-KMG-12-0271,0.20196443419647495,NORMAL
BLR-KMG-12-0272,0.1707175883311489,NORMAL
BLR-KMG-12-0273,0.15650357936005027,NORMAL
BLR-KMG-12-0274,0.17049429551669454,NORMAL
BLR-KMG-12-0275,0.33164995559051386,NORMAL
BLR-KMG-12-0276,0.3080772834576312,NORMAL
BLR-KMG-12-0277,0.22059443836271272,NORMAL
BLR-KMG-12-0278,0.15742539252656768,NORMAL
BLR-KMG-12-0279,0.36070885088297644,NORMAL
BLR-KMG-12-0280,0.3046410757042388,NORMAL
BLR-KMG-12-0281,0.2239979425824408,NORMAL
BLR-KMG-12-0282,0.18146016301335613,NORMAL
BLR-KMG-12-0283,0.2012593605302691,NORMAL
BLR-KMG-12-0284,0.1529496652823047,NORMAL
BLR-KMG-12-0285,0.4665962365077717,MONITOR
BLR-KMG-12-0286,0.14999990270301097,NORMAL
BLR-KMG-12-0287,0.1887573879644994,NORMAL
BLR-KMG-12-0288,0.19706162757745083,NORMAL
BLR-KMG-12-0289,0.20116344626149354,NORMAL
BLR-KMG-12-0290,0.14302452698369403,NORMAL
BLR-KMG-12-0291,0.16622468935523171,NORMAL
BLR-KMG-12-0292,0.32775207245798543,NORMAL
BLR-KMG-12-0293,0.15234379437657447,NORMAL
BLR-KMG-12-0294,0.15326061588498935,NORMAL
BLR-KMG-12-0295,0.4763434214358181,MONITOR
BLR-KMG-12-0296,0.16020556512083325,NORMAL
BLR-KMG-12-0297,0.1453050378670378,NORMAL
BLR-KMG-12-0298,0.19543813779899438,NORMAL
BLR-KMG-12-0299,0.18776545059652094,NORMAL
BLR-KMG-12-0300,0.2027966553320494,NORMAL
BLR-KMG-12-0301,0.1572121461633484,NORMAL
BLR-KMG-12-0302,0.33923382256401496,NORMAL
BLR-KMG-12-0303,0.18239253180258036,NORMAL
BLR-KMG-12-0304,0.2129193279962142,NORMAL
BLR-KMG-12-0305,0.19203822024347036,NORMAL
BLR-KMG-12-0306,0.197376997085442,NORMAL
BLR-KMG-12-0307,0.1719605206692992,NORMAL
BLR-KMG-12-0308,0.3002219646007906,NORMAL
BLR-KMG-12-0309,0.31570376899863273,NORMAL
BLR-KMG-12-0310,0.2353192884409965,NORMAL
BLR-KMG-12-0311,0.16065549501180135,NORMAL
BLR-KMG-12-0312,0.1811289466392038,NORMAL
BLR-KMG-12-0313,0.16576658476386866,NORMAL
BLR-KMG-12-0314,0.15510218122912964,NORMAL
BLR-KMG-12-0315,0.2139848381391646,NORMAL
BLR-KMG-12-0316,0.20345111134020638,NORMAL
BLR-KMG-12-0317,0.32142217342000384,NORMAL
BLR-KMG-12-0318,0.15117300678820011,NORMAL
BLR-KMG-12-0319,0.8485583398005512,HIGH
BLR-KMG-12-0320,0.23746287364994212,NORMAL
BLR-KMG-12-0321,0.16010354863211848,NORMAL
BLR-KMG-12-0322,0.13458962756462678,NORMAL
BLR-KMG-12-0323,0.1369950827078928,NORMAL
BLR-KMG-12-0324,0.1366053551486977,NORMAL
BLR-KMG-12-0325,0.3538951395977836,NORMAL
BLR-KMG-12-0326,0.2322189844426539,NORMAL
BLR-KMG-12-0327,0.30510463387018455,NORMAL
BLR-KMG-12-0328,0.32879734753791834,NORMAL
BLR-KMG-12-0329,0.1395434015698118,NORMAL
BLR-KMG-12-0330,0.3067916564802445,NORMAL
BLR-KMG-12-0331,0.15891395125261812,NORMAL
BLR-KMG-12-0332,0.1544180494052508,NORMAL
BLR-KMG-12-0333,0.14318357033239879,NORMAL
BLR-KMG-12-0334,0.34237508357370555,NORMAL
BLR-KMG-12-0335,0.15275664314680007,NORMAL
BLR-KMG-12-0336,0.345748759727352,NORMAL
BLR-KMG-12-0337,0.16275384972733264,NORMAL
BLR-KMG-12-0338,0.16029639352767913,NORMAL
BLR-KMG-12-0339,0.15418131074572813,NORMAL
BLR-KMG-12-0340,0.16593576098986518,NORMAL
BLR-KMG-12-0341,0.1339021641674052,NORMAL
BLR-KMG-12-0342,0.17159373150545196,NORMAL
BLR-KMG-12-0343,0.4406774134968615,NORMAL
BLR-KMG-12-0344,0.1507309045227205,NORMAL
BLR-KMG-12-0345,0.16713181216244538,NORMAL
BLR-KMG-12-0346,0.16675938131700238,NORMAL
BLR-KMG-12-0347,0.30978504772636417,NORMAL
BLR-KMG-12-0348,0.14615513615963152,NORMAL
BLR-KMG-12-0349,0.17136040860220916,NORMAL
BLR-KMG-12-0350,0.4110397132687211,NORMAL
BLR-KMG-13-0351,0.208781442852348,NORMAL
BLR-KMG-13-0352,0.4155426678180532,NORMAL
BLR-KMG-13-0353,0.5079474008659276,MONITOR
BLR-KMG-13-0354,0.417005503147992,NORMAL
BLR-KMG-13-0355,0.20226567807423576,NORMAL
BLR-KMG-13-0356,0.18402941348692142,NORMAL
BLR-KMG-13-0357,0.2214817805648912,NORMAL
BLR-KMG-13-0358,0.1971733061836546,NORMAL
BLR-KMG-13-0359,0.18683398480686803,NORMAL
BLR-KMG-13-0360,0.21983926515308844,NORMAL
BLR-KMG-13-0361,0.20854295336332862,NORMAL
BLR-KMG-13-0362,0.23138239166385655,NORMAL
BLR-KMG-13-0363,0.2070010878410759,NORMAL
BLR-KMG-13-0364,0.18461147321917654,NORMAL
BLR-KMG-13-0365,0.21093020936808793,NORMAL
BLR-KMG-13-0366,0.20112701041405287,NORMAL
BLR-KMG-13-0367,0.6729456998901677,HIGH
BLR-KMG-13-0368,0.2576489783783103,NORMAL
BLR-KMG-13-0369,0.21243262728541587,NORMAL
BLR-KMG-13-0370,0.1905391408137303,NORMAL
BLR-KMG-13-0371,0.20449660526188504,NORMAL
BLR-KMG-13-0372,0.16329982257371584,NORMAL
BLR-KMG-13-0373,0.20488605123484954,NORMAL
BLR-KMG-13-0374,0.2068268086173118,NORMAL
BLR-KMG-13-0375,0.2061854787441837,NORMAL
BLR-KMG-13-0376,0.4118435050523097,NORMAL
BLR-KMG-13-0377,0.20749882020284094,NORMAL
BLR-KMG-13-0378,0.19807151274416446,NORMAL
BLR-KMG-13-0379,0.21409693547997516,NORMAL
BLR-KMG-13-0380,0.20070503307726406,NORMAL
BLR-KMG-13-0381,0.20684573754111144,NORMAL
BLR-KMG-13-0382,0.41834770652271425,NORMAL
BLR-KMG-13-0383,0.18384049104748829,NORMAL
BLR-KMG-13-0384,0.22750299409528157,NORMAL
BLR-KMG-13-0385,0.20837513027645646,NORMAL
BLR-KMG-13-0386,0.19519860140750078,NORMAL
BLR-KMG-13-0387,0.5479244012666769,MONITOR
BLR-KMG-13-0388,0.16089950158674474,NORMAL
BLR-KMG-13-0389,0.22045757753457773,NORMAL
BLR-KMG-13-0390,0.16607264207258932,NORMAL
BLR-KMG-13-0391,0.5207907475093962,MONITOR
BLR-KMG-13-0392,0.18025016099937913,NORMAL
BLR-KMG-13-0393,0.21572922143042875,NORMAL
BLR-KMG-13-0394,0.753651354614383,HIGH
BLR-KMG-13-0395,0.17750801332100125,NORMAL
BLR-KMG-13-0396,0.18798213192626706,NORMAL
BLR-KMG-13-0397,0.20242253895114265,NORMAL
BLR-KMG-13-0398,0.20826589765166567,NORMAL
BLR-KMG-13-0399,0.20156539346679217,NORMAL
BLR-KMG-13-0400,0.20874697498327377,NORMAL
BLR-KMG-13-0401,0.3750480033717981,NORMAL
BLR-KMG-13-0402,0.5375038673444014,MONITOR
BLR-KMG-13-0403,0.18875042504691986,NORMAL
BLR-KMG-13-0404,0.4063127173370353,NORMAL
BLR-KMG-13-0405,0.2039390165444628,NORMAL
BLR-KMG-13-0406,0.5106786318950703,MONITOR
BLR-KMG-13-0407,0.17445556873626117,NORMAL
BLR-KMG-13-0408,0.21609211817073412,NORMAL
BLR-KMG-13-0409,0.20775052040633013,NORMAL
BLR-KMG-13-0410,0.19025210852119917,NORMAL
BLR-KMG-13-0411,0.4138973698533917,NORMAL
BLR-KMG-13-0412,0.16904186547477562,NORMAL
BLR-KMG-13-0413,0.5760295570931664,MONITOR
BLR-KMG-13-0414,0.4091339406514775,NORMAL
BLR-KMG-13-0415,0.18943218431176873,NORMAL
BLR-KMG-13-0416,0.20328141530325738,NORMAL
BLR-KMG-13-0417,0.41836758863288004,NORMAL
BLR-KMG-13-0418,0.21311035681477186,NORMAL
BLR-KMG-13-0419,0.5115595407760191,MONITOR
BLR-KMG-13-0420,0.20516365435255393,NORMAL
BLR-KMG-13-0421,0.20305216208129936,NORMAL
BLR-KMG-13-0422,0.4120557158117475,NORMAL
BLR-KMG-13-0423,0.1989517023167325,NORMAL
BLR-KMG-13-0424,0.16867513486481006,NORMAL
BLR-KMG-13-0425,0.19693704951318877,NORMAL
BLR-KMG-13-0426,0.1703644033998061,NORMAL
BLR-KMG-13-0427,0.20131849297954063,NORMAL
BLR-KMG-13-0428,0.506344601764506,MONITOR
BLR-KMG-13-0429,0.2070235456205527,NORMAL
BLR-KMG-13-0430,0.22007962545513754,NORMAL
BLR-KMG-13-0431,0.2065649553410174,NORMAL
BLR-KMG-13-0432,0.2088442416168765,NORMAL
BLR-KMG-13-0433,0.17681816170700798,NORMAL
BLR-KMG-13-0434,0.17592628578463704,NORMAL
BLR-KMG-13-0435,0.535756377029494,MONITOR
BLR-KMG-13-0436,0.2003953324218764,NORMAL
BLR-KMG-13-0437,0.23365836825316116,NORMAL
BLR-KMG-13-0438,0.2020011186119408,NORMAL
BLR-KMG-13-0439,0.16907080894446977,NORMAL
BLR-KMG-13-0440,0.740593490588758,HIGH
BLR-KMG-13-0441,0.20991744326327133,NORMAL
BLR-KMG-13-0442,0.21645465993853827,NORMAL
BLR-KMG-13-0443,0.4065734798457675,NORMAL
BLR-KMG-13-0444,0.20247452169645364,NORMAL
BLR-KMG-13-0445,0.17178948012709278,NORMAL
BLR-KMG-13-0446,0.199985045175705,NORMAL
BLR-KMG-13-0447,0.41188867617115665,NORMAL
BLR-KMG-13-0448,0.2078786091481863,NORMAL
BLR-KMG-13-0449,0.1991404684138286,NORMAL
BLR-KMG-13-0450,0.41794827670941104,NORMAL
BLR-KMG-13-0451,0.41476614759388114,NORMAL
BLR-KMG-13-0452,0.2021374009003898,NORMAL
BLR-KMG-13-0453,0.20344978410284847,NORMAL
BLR-KMG-13-0454,0.20432083311041932,NORMAL
BLR-KMG-13-0455,0.20461882435830375,NORMAL
BLR-KMG-13-0456,0.1867220593148925,NORMAL
BLR-KMG-13-0457,0.19829007558751163,NORMAL
BLR-KMG-13-0458,0.20452196512846432,NORMAL
BLR-KMG-13-0459,0.6598997622578165,HIGH
BLR-KMG-13-0460,0.20568713772765534,NORMAL
BLR-KMG-13-0461,0.42184162235788253,NORMAL
BLR-KMG-13-0462,0.2102098554997252,NORMAL
BLR-KMG-13-0463,0.18957864264319432,NORMAL
BLR-KMG-13-0464,0.22637102942972154,NORMAL
BLR-KMG-13-0465,0.17269202409725487,NORMAL
BLR-KMG-13-0466,0.18514742611944665,NORMAL
BLR-KMG-13-0467,0.4279261207834793,NORMAL
BLR-KMG-13-0468,0.19596681830636364,NORMAL
BLR-KMG-13-0469,0.21469946532286344,NORMAL
BLR-KMG-13-0470,0.20709517749065126,NORMAL
BLR-KMG-13-0471,0.20290708680434333,NORMAL
BLR-KMG-13-0472,0.41603244159219765,NORMAL
BLR-KMG-13-0473,0.5282789730145715,MONITOR
BLR-KMG-13-0474,0.4170857110763646,NORMAL
BLR-KMG-13-0475,0.42610604458392887,NORMAL
BLR-KMG-13-0476,0.20355105941349524,NORMAL
BLR-KMG-13-0477,0.4214650208480614,NORMAL
BLR-KMG-13-0478,0.20182840585841078,NORMAL
BLR-KMG-13-0479,0.4167512631843395,NORMAL
BLR-KMG-13-0480,0.4304180204339119,NORMAL
BLR-KMG-13-0481,0.41497117465345856,NORMAL
BLR-KMG-13-0482,0.42113310659493597,NORMAL
BLR-KMG-13-0483,0.18268653596049,NORMAL
BLR-KMG-13-0484,0.1609652301697836,NORMAL
BLR-KMG-13-0485,0.16568247645581063,NORMAL
BLR-KMG-13-0486,0.19427566202297603,NORMAL
BLR-KMG-13-0487,0.2037105409610832,NORMAL
BLR-KMG-13-0488,0.17125992971341147,NORMAL
BLR-KMG-13-0489,0.21999139856635946,NORMAL
BLR-KMG-13-0490,0.20721388706605262,NORMAL
BLR-KMG-13-0491,0.21540438996580863,NORMAL
BLR-KMG-13-0492,0.2122405411825824,NORMAL
BLR-KMG-13-0493,0.16828807788921768,NORMAL
BLR-KMG-13-0494,0.17761459832788012,NORMAL
BLR-KMG-13-0495,0.17672089143494255,NORMAL
BLR-KMG-13-0496,0.5045722638130634,MONITOR
BLR-KMG-13-0497,0.2006495137161906,NORMAL
BLR-KMG-13-0498,0.4157952185181199,NORMAL
BLR-KMG-13-0499,0.17027793106943218,NORMAL
BLR-KMG-13-0500,0.21123774056557923,NORMAL
